0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,84,105,105,105,105,105,105,84,94,0,0,0,0,0,0,0,0,0,0,132,105,105,84,94,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,84,105,108,111,112,113,112,111,95,84,94,0,0,0,0,0,0,0,0,91,96,112,111,105,84,94,0,0,0,0,0,0,0,0,0,0,0
0,0,91,105,105,105,105,105,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,84,105,96,25,83,92,82,83,82,103,132,84,94,0,0,0,0,0,0,91,98,25,25,25,114,105,85,94,0,0,0,0,0,0,0,0,0,0
0,91,84,112,114,113,112,111,84,94,0,0,0,0,0,0,0,0,0,0,0,0,0,91,84,95,111,25,83,92,92,92,82,25,25,111,95,84,94,0,0,0,0,0,91,84,84,85,86,4,108,96,84,0,0,0,0,0,0,0,0,0,0
91,84,105,85,25,97,4,86,105,105,105,105,105,105,84,94,0,0,0,0,0,0,0,91,84,114,25,25,25,82,92,25,83,25,25,25,114,84,94,0,0,0,0,0,91,84,95,96,97,86,88,89,84,133,0,0,0,0,0,0,0,0,0
91,84,112,111,25,86,104,104,112,111,114,112,113,96,105,105,105,105,105,105,105,105,105,105,105,97,25,89,25,83,82,92,83,83,25,25,25,105,105,105,105,105,105,105,105,105,103,25,25,104,104,89,84,94,0,0,0,0,0,0,0,0,0
134,84,83,82,25,25,87,88,89,25,25,25,97,4,113,113,112,114,108,112,113,114,112,111,111,88,89,88,83,82,93,93,82,92,82,83,25,108,108,114,112,111,112,114,108,108,83,93,25,25,88,89,84,94,0,0,0,0,0,0,0,0,0
134,84,25,92,25,89,90,90,98,105,105,105,85,104,92,82,25,83,25,25,86,104,104,86,25,89,25,89,25,93,115,115,87,92,92,83,25,97,104,97,104,25,25,83,83,25,25,25,104,86,90,98,105,94,0,0,0,0,0,0,0,0,0
91,84,25,83,82,88,88,132,105,111,111,112,112,105,105,105,105,105,84,25,84,105,105,105,25,97,25,89,93,93,116,117,115,93,82,97,25,25,132,105,105,105,105,105,105,105,105,85,86,4,84,105,111,133,0,0,0,0,0,0,0,0,0
134,105,105,105,83,87,89,96,108,106,106,107,106,113,112,111,111,112,84,25,84,112,113,112,84,88,89,88,83,93,116,116,116,93,83,104,86,98,113,113,112,113,112,111,108,112,111,84,4,4,84,103,107,0,0,0,0,0,0,0,0,0,0
134,112,112,113,25,98,106,106,107,94,0,0,91,107,107,106,106,106,95,25,84,106,106,106,105,89,92,25,87,88,89,82,93,82,92,92,4,105,107,106,107,106,106,106,107,107,107,84,86,97,95,106,0,0,0,0,0,0,0,0,0,0,0
91,107,106,106,104,84,94,0,0,0,0,0,0,0,0,91,84,105,108,25,105,105,84,91,96,105,83,89,90,90,82,92,93,86,4,83,132,111,133,0,0,0,0,0,0,0,91,95,89,25,111,95,105,84,94,0,84,105,105,84,94,0,0
0,0,91,98,86,84,94,91,84,105,105,84,94,0,0,91,84,108,25,86,114,108,84,91,106,111,105,88,88,87,92,82,25,97,86,95,108,106,94,0,0,0,84,105,105,105,105,103,88,88,88,111,111,132,105,105,105,112,114,105,84,0,0
0,0,91,84,4,84,91,84,105,112,111,84,94,0,0,91,84,97,86,97,25,89,105,105,84,107,96,105,105,84,25,83,84,105,105,96,106,133,0,0,91,84,105,111,114,113,111,88,90,88,90,90,90,96,114,112,111,83,82,96,84,94,0
0,0,91,84,4,84,91,84,108,104,86,84,94,0,0,91,84,25,89,88,89,88,111,108,84,91,107,108,96,84,83,25,84,112,113,106,133,0,0,0,91,84,96,104,25,25,86,86,132,105,105,85,25,83,83,25,25,92,82,83,105,84,94
0,0,91,84,86,105,105,105,4,4,86,105,84,94,0,91,84,104,25,89,25,89,90,88,84,94,91,107,106,84,82,25,84,106,106,133,0,0,0,0,91,84,25,25,25,86,25,95,111,112,111,96,86,84,105,105,84,92,92,82,96,84,133
0,0,91,84,104,112,114,103,86,4,4,111,84,94,0,91,105,85,86,25,25,25,88,90,95,94,0,0,91,95,92,83,105,105,105,105,105,105,84,0,91,105,105,105,105,105,85,113,107,106,106,106,83,84,106,106,84,93,92,92,83,84,94
0,0,91,84,83,83,83,104,4,4,86,4,84,133,0,91,111,111,132,105,105,105,105,85,111,94,0,0,91,111,25,25,112,111,111,112,114,113,84,0,91,112,113,112,113,113,112,107,133,0,91,104,97,84,94,91,105,84,93,82,97,84,94
0,0,91,84,82,92,84,105,84,4,4,4,84,94,0,91,107,106,108,112,113,113,112,111,107,0,0,0,91,107,106,83,83,25,25,104,83,25,95,0,91,107,107,107,106,106,107,133,91,25,84,105,105,105,133,91,111,105,105,105,105,105,133
0,0,91,95,4,132,84,91,84,86,4,4,84,94,0,0,0,91,107,107,106,106,106,107,0,0,0,0,0,0,91,25,106,106,98,83,92,92,112,85,0,0,0,0,0,0,0,0,91,104,84,112,111,111,133,91,107,113,112,111,108,112,133
0,0,91,111,4,112,95,91,105,105,105,105,105,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,25,107,133,91,84,25,93,83,82,111,98,0,0,0,0,0,0,91,25,106,95,106,107,107,130,0,0,107,107,106,106,107,133
0,0,91,107,25,25,111,133,113,113,112,111,111,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,107,130,0,91,84,82,92,93,25,92,84,0,0,0,0,0,0,0,107,0,113,94,0,0,0,0,0,0,0,0,0,0,0
0,0,0,91,107,83,107,7,107,107,107,107,107,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,84,87,83,25,25,83,95,0,0,0,0,0,0,0,0,0,107,130,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,91,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,130,0,91,105,105,105,105,105,85,111,0,0,0,0,0,0,54,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,97,0,0,0,0,0,0,0,0,0,0,0,7,1,2,2,2,2,2,3,0,0,0,0,0,7,55,130,0,91,111,111,111,112,112,113,107,0,0,0,0,0,7,46,18,130,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,7,86,15,130,0,0,0,0,0,0,0,0,0,7,3,5,12,12,12,13,3,130,0,0,0,0,0,7,16,130,91,107,106,106,106,107,107,0,0,0,0,0,0,0,7,23,0,131,2,2,2,2,1,0,0,0,0,0,0,0
0,0,0,7,97,86,0,0,0,0,0,0,0,0,0,0,7,3,25,15,15,15,25,3,130,0,0,0,0,7,17,17,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,25,37,37,37,37,37,2,3,0,0,0,0,0,0
0,0,1,38,25,104,45,130,0,0,0,0,0,0,0,0,0,3,15,21,15,17,15,2,130,0,1,2,2,2,47,26,131,2,2,2,2,2,1,130,7,1,2,2,2,2,2,38,25,86,52,15,15,15,15,37,3,130,0,0,0,0,0
0,3,2,5,25,25,2,2,2,2,3,130,0,0,0,0,0,3,15,21,15,15,3,46,130,7,3,32,13,10,25,25,5,13,49,10,49,13,2,2,2,2,49,10,49,37,37,37,52,97,86,15,52,15,15,15,3,130,0,0,0,0,0
0,3,15,15,52,26,13,49,49,49,2,2,2,2,2,130,7,3,25,24,16,19,3,130,7,1,2,26,17,52,15,26,88,90,88,88,89,25,49,10,49,5,25,15,15,15,47,16,17,20,20,20,20,20,25,15,3,130,0,0,0,0,0
0,3,15,15,15,15,18,18,15,15,5,32,13,10,49,3,0,3,19,25,24,45,53,130,1,2,13,15,15,15,90,90,26,1,2,2,1,89,21,21,21,21,15,15,25,47,2,16,20,20,27,27,27,20,26,52,3,130,0,0,0,0,0
7,3,21,15,17,18,18,18,15,15,15,15,15,15,25,3,130,3,25,25,1,2,5,130,3,13,21,20,20,20,20,20,26,3,13,13,2,2,2,2,2,2,2,2,3,47,10,26,20,27,34,35,34,36,52,25,53,130,0,0,0,0,0
7,3,21,15,15,15,15,18,3,2,2,2,3,25,26,3,130,3,15,19,3,5,46,130,3,15,15,20,27,27,27,20,52,3,46,46,13,5,13,13,13,5,13,13,3,15,47,26,33,34,35,34,15,20,25,3,5,0,0,0,0,0,0
0,3,25,26,26,17,52,25,3,5,5,5,3,25,52,2,2,53,17,26,53,2,2,2,2,15,26,33,34,35,34,36,8,3,0,7,46,46,46,46,46,46,46,46,3,26,2,17,20,34,34,15,20,20,15,3,46,130,0,0,0,0,0
7,2,25,15,15,15,16,25,3,46,46,46,2,3,17,13,13,5,26,17,5,13,13,13,13,26,8,20,34,34,15,20,8,3,130,0,0,0,0,0,0,0,0,0,2,26,10,16,20,20,20,20,20,15,25,3,0,0,0,0,0,0,0
7,5,2,2,25,25,25,1,53,130,0,7,5,3,25,15,15,25,16,52,16,25,25,25,52,15,8,20,20,20,20,20,24,3,130,0,0,0,0,0,0,0,0,7,13,3,25,52,25,17,16,25,24,25,26,53,130,0,0,0,0,0,0
7,46,5,13,2,2,2,38,5,130,0,7,46,3,25,25,1,2,2,2,2,2,2,2,3,25,25,25,15,15,16,16,24,3,130,0,0,0,0,0,0,0,0,7,46,2,2,2,2,2,2,2,2,2,38,5,130,0,0,0,0,0,0
0,7,46,46,13,13,5,5,46,130,0,0,7,2,2,2,2,13,5,13,5,13,13,13,2,3,16,15,16,25,25,25,15,3,130,0,0,0,0,0,0,0,0,0,7,13,13,13,13,5,13,13,5,13,13,46,130,0,0,0,0,0,0
0,0,0,7,46,46,46,46,130,0,0,0,7,5,13,13,13,46,46,46,46,46,46,46,46,2,2,2,3,52,25,25,15,53,130,0,0,0,0,0,0,0,0,0,7,46,46,46,46,46,46,46,46,46,46,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,7,46,46,46,46,130,0,0,0,0,0,0,0,13,13,13,2,2,2,2,38,5,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,46,46,13,5,13,13,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,46,46,46,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
